property_id,price,categories,bedrooms,bathrooms,garage,area,location,amenities,furnished
1606891498-1029,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606891503-1031,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606891508-1033,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606891517-1035,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606891537-1038,9488,Apartment for Rent,3,2,2,230,Cantoment accra,Listed,Not Furnished
1606891544-1040,24475,Apartment for Rent,3,3,1,216,Airport Residential,Listed,Furnished
1606891552-1042,19036,Apartment for Rent,3,3,1,216,Cantoment accra,Listed,Not Furnished
1606891558-1044,21756,Apartment for Rent,3,3,1,216,Cantoment accra,Listed,Furnished
1606891568-1046,13597,Apartment for Rent,2,2,1,115,Cantoment accra,Listed,Furnished
1606891576-1048,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606891592-1050,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606891600-1052,18112,Apartment for Rent,3,4,2,300,"Labone, Accra, Ghana",Listed,Not Furnished
1606891605-1053,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606891610-1055,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606891616-1056,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606891624-1058,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606891628-1060,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606891634-1062,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606891639-1063,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606891645-1065,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606891662-1068,9488,Apartment for Rent,3,2,2,230,Cantoment accra,Listed,Not Furnished
1606891670-1070,24475,Apartment for Rent,3,3,1,216,Airport Residential,Listed,Furnished
1606891674-1072,19036,Apartment for Rent,3,3,1,216,Cantoment accra,Listed,Not Furnished
1606891679-1074,21756,Apartment for Rent,3,3,1,216,Cantoment accra,Listed,Furnished
1606891687-1077,13597,Apartment for Rent,2,2,1,115,Cantoment accra,Listed,Furnished
1606891694-1080,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606891701-1083,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606891706-1086,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606891710-1089,18112,Apartment for Rent,3,4,2,300,"Labone, Accra, Ghana",Listed,Not Furnished
1606891720-1092,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606891730-1094,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606891742-1098,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606891751-1101,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606891757-1104,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606891762-1107,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606891766-1110,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606891779-1114,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606891783-1116,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606891790-1119,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606891798-1122,18112,Apartment for Rent,3,4,2,300,"Labone, Accra, Ghana",Listed,Not Furnished
1606891807-1125,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606891825-1130,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606891837-1134,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606891841-1136,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606891853-1139,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606891860-1142,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606891866-1145,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606891874-1148,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606891878-1151,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606891891-1154,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606891903-1156,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606891913-1160,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606891943-1167,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606891947-1169,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606891954-1171,18112,Apartment for Rent,3,4,2,300,"Labone, Accra, Ghana",Listed,Not Furnished
1606891963-1174,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606891967-1177,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606891974-1179,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606891980-1182,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606891987-1184,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606891991-1186,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606891995-1188,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606892001-1191,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606892008-1193,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606892015-1196,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606892022-1199,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606892031-1203,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606892039-1206,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606892057-1211,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606892061-1214,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606892067-1217,18112,Apartment for Rent,3,4,2,300,"Labone, Accra, Ghana",Listed,Not Furnished
1606892074-1220,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606892085-1224,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606892091-1227,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606892098-1229,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606892104-1231,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606892113-1234,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606892120-1237,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606892125-1240,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606892132-1242,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606892140-1245,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606892144-1248,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606892151-1251,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606892155-1254,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606892170-1257,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606892178-1259,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606892183-1262,18112,Apartment for Rent,3,4,2,300,"Labone, Accra, Ghana",Listed,Not Furnished
1606892186-1265,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606892194-1267,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606892203-1270,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606892211-1273,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606892217-1276,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606892227-1279,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606892234-1282,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606892240-1285,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606892246-1288,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606892250-1290,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606892254-1293,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606892261-1296,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606892269-1300,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606892286-1305,8158,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606892295-1308,11966,Apartment for Rent,1,1,1,51,Cantoment accra,Listed,Furnished
1606892300-1311,18112,Apartment for Rent,3,4,2,300,"Labone, Accra, Ghana",Listed,Not Furnished
1606892311-1316,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606892316-1318,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606892322-1320,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606892326-1323,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606892334-1326,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606892340-1329,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606892347-1331,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606892355-1334,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606892364-1336,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606892372-1339,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606892379-1341,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606892386-1344,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606892390-1347,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606892404-1353,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606892414-1356,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606892420-1359,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606892431-1362,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606892438-1364,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606892445-1367,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606892451-1370,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606892465-1373,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606892499-1382,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606892514-1386,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606892527-1389,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606892535-1392,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606892544-1395,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606892551-1398,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606892556-1401,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606892561-1402,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606892575-1407,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606892582-1410,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606892587-1413,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606892594-1415,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606892601-1417,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606892605-1419,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606892611-1422,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606892616-1425,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606892623-1428,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606892629-1431,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606892636-1433,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606892642-1436,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606892651-1440,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606892659-1441,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606892663-1444,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606892671-1447,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606892697-1452,16962,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606892705-1455,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606892715-1458,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606892725-1460,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606892729-1463,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606892735-1465,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606892744-1468,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606892748-1471,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606892755-1474,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606892758-1475,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606892765-1478,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606892768-1481,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606892775-1483,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606892782-1487,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606892789-1489,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606892795-1492,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606892811-1496,18112,Apartment for Rent,3,4,2,300,"Labone, Accra, Ghana",Listed,Not Furnished
1606892821-1500,10350,Apartment for Rent,2,2,0,100,East Legon,Listed,Furnished
1606892828-1502,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606892838-1505,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606892847-1509,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606892855-1512,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606892862-1515,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606892865-1518,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606892870-1521,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606892881-1524,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606892887-1527,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606892896-1532,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606892903-1535,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606892908-1537,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606892916-1539,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606892923-1543,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606892939-1548,18400,Apartment for Rent,3,3,2,216,"Airport Area,Accra,Ghana",Listed,Furnished
1606892945-1549,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606892951-1552,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606892956-1555,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606892963-1557,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606892973-1560,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606892982-1563,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606892989-1566,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606892994-1569,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606893003-1571,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606893012-1574,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606893019-1577,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606893026-1580,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893035-1583,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606893039-1586,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606893047-1589,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606893063-1594,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606893070-1596,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606893074-1599,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606893082-1602,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606893092-1606,22712,Apartment for Rent,3,3,2,220,Cantoment accra,Listed,Not Furnished
1606893100-1610,14950,Apartment for Rent,3,3,2,210,Dzorwulu,Listed,Not Furnished
1606893103-1612,13800,Apartment for Rent,3,3,2,170,East Legon,Listed,Furnished
1606893112-1615,15525,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606893119-1618,13053,Apartment for Rent,2,2,2,115,Hilla Limann Highway,Listed,Furnished
1606893127-1621,5256,Apartment for Rent,2,1,0,115,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606893134-1622,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606893140-1625,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606893150-1628,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606893162-1631,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606893182-1634,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606893192-1637,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606893209-1640,22138,Apartment for Rent,3,4,2,230,"Roman Ridge, Accra, Ghana.",Listed,Not Furnished
1606893229-1642,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606893235-1645,6760,Apartment for Rent,1,1,0,52,East Legon,Listed,Furnished
1606893244-1648,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
